#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1690539987526542427,0.8863166634,-0.8218468863,0.0943047841,0.1781381868,-0.0782240995,-0.0540499992,0.9794010283
1690539987536668613,0.8862967134,-0.8218499714,0.0943040452,0.1783368557,-0.0782675797,-0.0535148001,0.9793907892
1690539987546595915,0.8863289334,-0.8218088634,0.0943054576,0.1784200629,-0.0777294938,-0.0534662999,0.9794211361
1690539987556598203,0.8862960085,-0.8216903521,0.0943448882,0.1784916617,-0.0775534972,-0.0535716954,0.9794162829
1690539987566646207,0.8863290663,-0.8218030024,0.0943116886,0.1783443045,-0.0772111779,-0.0534421613,0.9794772475
1690539987576734165,0.8863248723,-0.8219686294,0.0942620904,0.1789435524,-0.0785650646,-0.0532668762,0.9792698176
1690539987586645208,0.8863565608,-0.8219274124,0.0942963221,0.1778436440,-0.0774742233,-0.0533072887,0.9795548560
1690539987596847260,0.8863381608,-0.8219337867,0.0942983630,0.1784407957,-0.0771330293,-0.0532416205,0.9794767522
1690539987606841651,0.8863424455,-0.8218972754,0.0943128840,0.1783161489,-0.0779732487,-0.0535784805,0.9794145547
1690539987616877387,0.8863515490,-0.8217967197,0.0943499285,0.1778182320,-0.0782978218,-0.0534822740,0.9794844429
1690539987626742086,0.8863177189,-0.8218879369,0.0943031930,0.1783993689,-0.0771817122,-0.0535592772,0.9794631449
1690539987636799640,0.8863208930,-0.8218254609,0.0943289870,0.1776702424,-0.0796873144,-0.0537997622,0.9793818471
1690539987647209271,0.8862810063,-0.8217824910,0.0943191159,0.1790104761,-0.0776328950,-0.0530611675,0.9793430939
1690539987656762353,0.8863183127,-0.8217493663,0.0943530185,0.1781732996,-0.0787399149,-0.0531344595,0.9794034053
1690539987666706043,0.8863050734,-0.8218689314,0.0942945390,0.1782628530,-0.0777603906,-0.0534419330,0.9794486391
1690539987676778400,0.8863230476,-0.8218109427,0.0943158145,0.1782653779,-0.0781475248,-0.0533013128,0.9794250300
1690539987687168914,0.8863488999,-0.8219381347,0.0942816190,0.1777524189,-0.0778494198,-0.0534840469,0.9795320322
1690539987696822077,0.8863486834,-0.8219179652,0.0942897089,0.1785069895,-0.0768970861,-0.0527911694,0.9795076239
1690539987707124608,0.8863835011,-0.8219087833,0.0942877837,0.1782950642,-0.0779500414,-0.0528565617,0.9794594657
1690539987716747184,0.8863801787,-0.8219354264,0.0942987083,0.1776786055,-0.0780863062,-0.0533908817,0.9795316512
1690539987726695128,0.8863507456,-0.8218774822,0.0943316800,0.1787606758,-0.0778702221,-0.0534951466,0.9793462710
1690539987736744521,0.8863591407,-0.8219106117,0.0943299452,0.1785209606,-0.0782030054,-0.0537256451,0.9793508624
1690539987746805088,0.8863272181,-0.8218845882,0.0942739312,0.1782109819,-0.0763419895,-0.0533048724,0.9795771216
1690539987756760930,0.8862987274,-0.8219107365,0.0942973083,0.1783409357,-0.0778707214,-0.0532651581,0.9794352885
1690539987766798324,0.8863115096,-0.8218161844,0.0943330743,0.1784606177,-0.0774407961,-0.0536168453,0.9794283868
1690539987776727004,0.8863148200,-0.8218334439,0.0943094347,0.1779557600,-0.0780487301,-0.0535117918,0.9794777340
1690539987787010172,0.8863009173,-0.8218886996,0.0942816311,0.1779783082,-0.0775088067,-0.0534343914,0.9795207361
