#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1690539673396732681,0.7949897162,-0.8967582975,0.3691580192,0.5476293047,-0.0316542498,-0.2173859316,0.8073682616
1690539673406902344,0.7961241332,-0.8953165373,0.3700435909,0.5447726487,-0.0309620944,-0.2170076046,0.8094268401
1690539673416978869,0.7904198498,-0.8931842938,0.3815144733,0.6268844376,0.1272124262,-0.0211861864,0.7683645268
1690539673426823916,0.7919381648,-0.8911741135,0.3825508128,0.6235259575,0.1345994880,-0.0295310339,0.7695623927
1690539673436658639,0.7934163881,-0.8890694007,0.3835057662,0.6199196375,0.1362433219,-0.0271567709,0.7722693248
1690539673446748403,0.8014019869,-0.8879051367,0.3732298864,0.5281696835,-0.0272244833,-0.2155926176,0.8208626171
1690539673456677456,0.8032213101,-0.8854625313,0.3739255406,0.5212330490,-0.0242865465,-0.2159149419,0.8252920757
1690539673466684387,0.7981979527,-0.8825149348,0.3854037824,0.6041113425,0.1328293434,-0.0258774425,0.7853255436
1690539673476740852,0.8006375506,-0.8792220043,0.3858922417,0.5965874779,0.1368885924,-0.0209361128,0.7905103248
1690539673486832102,0.8024575715,-0.8766644314,0.3864328117,0.5896394125,0.1345166637,-0.0202375641,0.7961288033
1690539673496687557,0.8046023059,-0.8738203600,0.3869201020,0.5820418919,0.1316261864,-0.0192549573,0.8022038580
1690539673506895652,0.8068312107,-0.8708314772,0.3873713393,0.5735275023,0.1302597307,-0.0187029550,0.8085473432
1690539673516932258,0.8091524326,-0.8677570701,0.3878144122,0.5655848156,0.1283767765,-0.0179802830,0.8144384133
1690539673526951433,0.8113899071,-0.8647795519,0.3880695569,0.5575760291,0.1308568572,-0.0166656167,0.8195777644
1690539673536916485,0.8148305007,-0.8603834968,0.3886388870,-0.2245661504,0.2048401944,0.9415122379,0.1454827988
1690539673546970079,0.8161949849,-0.8559864237,0.3899918017,0.5243923885,0.1075444959,-0.0186249082,0.8444524362
1690539673556781223,0.8185196688,-0.8529813839,0.3903450598,0.5181051512,0.1110598250,-0.0158520275,0.8479277569
1690539673567025804,0.8215255990,-0.8491060150,0.3908557054,0.5068009780,0.1081712067,-0.0136657956,0.8551403421
1690539673576941643,0.8240290164,-0.8472258755,0.3915091928,0.5119460341,0.1016071086,-0.0092004568,0.8529376327
1690539673586755850,0.8267621909,-0.8436823566,0.3920140549,0.5030626751,0.1021938143,-0.0062360459,0.8581640175
1690539673596753022,0.8293697481,-0.8404945302,0.3923573887,0.4952521237,0.0927903354,0.0053558011,0.8637630479
1690539673606987588,0.8320609838,-0.8363586133,0.3928413427,0.4881280660,0.1086432442,-0.0034102922,0.8659769088
1690539673616984011,0.8346308506,-0.8327888197,0.3933145097,0.4810783001,0.1104694203,-0.0004869384,0.8696895649
1690539673626946052,0.8373159480,-0.8290606913,0.3937316716,0.4732979631,0.1125359101,0.0019543333,0.8736823723
1690539673637015852,0.8397706900,-0.8256293919,0.3942272405,0.4666822388,0.1149075693,0.0043928229,0.8769176938
1690539673646956443,0.8420759645,-0.8226957213,0.3946576113,0.4612540171,0.1056406888,0.0110879793,0.8808869583
1690539673656944942,0.8444598521,-0.8192756612,0.3950657186,0.4539638043,0.1097487179,0.0142246208,0.8841208874
1690539673667014488,0.8467137395,-0.8157323537,0.3957706413,0.4509965961,0.1253653225,0.0100040870,0.8836206903
1690539673677022497,0.8488304767,-0.8125794199,0.3963203995,0.4436918400,0.1218547099,0.0120470436,0.8877746615
1690539673686753034,0.8509326399,-0.8098745032,0.3967548851,0.4369508338,0.1108446228,0.0185219837,0.8924373225
1690539673696675208,0.8528723739,-0.8067874638,0.3973809072,0.4332728256,0.1210995929,0.0129797861,0.8929955612
1690539673707004822,0.8547533044,-0.8040521630,0.3980095691,0.4288426085,0.1199621091,0.0136799905,0.8952742415
1690539673717012702,0.8565641223,-0.8014323890,0.3986800437,0.4243454309,0.1188860868,0.0137643423,0.8975564587
1690539673726941182,0.8582685833,-0.7988698156,0.3993675998,0.4204568367,0.1183844934,0.0135916009,0.8994534055
1690539673736815481,0.8599683678,-0.7963882000,0.4000789468,0.4159006258,0.1173109194,0.0133952090,0.9017124741
1690539673746851386,0.8614598066,-0.7941201188,0.4007757777,0.4122966113,0.1133947914,0.0169024385,0.9038071881
1690539673756728084,0.8630584775,-0.7920229059,0.4021079314,0.4089206538,0.1059615963,0.0065467717,0.9063736419
1690539673767024374,0.8643740037,-0.7896058697,0.4028194019,0.4075134544,0.1052757646,0.0097732208,0.9070580368
1690539673777029301,0.8658815132,-0.7873655403,0.4037317612,0.4019886434,0.1018714372,0.0095224200,0.9099102507
1690539673786819354,0.8672511053,-0.7851741298,0.4047177700,0.3980688227,0.1053057073,0.0077930294,0.9112580255
1690539673796736832,0.8684954248,-0.7829910025,0.4055434057,0.3967257157,0.0982913268,0.0104040625,0.9126002833
1690539673807056742,0.8697022121,-0.7807690954,0.4064077140,0.3925380257,0.1013303318,0.0117649712,0.9140610744
1690539673817064099,0.8708464211,-0.7787063744,0.4073556732,0.3894239286,0.1008582341,0.0133522012,0.9154224921
1690539673826980458,0.8719546467,-0.7766609814,0.4082868857,0.3868656872,0.1006053742,0.0142376446,0.9165210244
1690539673837082219,0.8729870033,-0.7747281323,0.4091881111,0.3834028075,0.0998531022,0.0160551099,0.9180271666
1690539673847044947,0.8739650251,-0.7729398699,0.4102187399,0.3813126998,0.0983838883,0.0149672212,0.9190741090
1690539673856976259,0.8748683685,-0.7710323114,0.4110757607,0.3780383428,0.1008253638,0.0167538288,0.9201307334
