#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1690540652663800533,0.8075054755,-0.9649032558,0.6078543711,0.2239236312,-0.0975460044,-0.0911852884,0.9654160904
1690540652673910762,0.8072976689,-0.9654278988,0.6079528821,0.2243052643,-0.0968527395,-0.0910522648,0.9654098510
1690540652684073462,0.8070600857,-0.9660083624,0.6080683725,0.2250364475,-0.0970990361,-0.0903102271,0.9652846406
1690540652693952290,0.8068925626,-0.9666131467,0.6081813229,0.2248336185,-0.0993900939,-0.0902143134,0.9651076784
1690540652703894966,0.8067935698,-0.9672765702,0.6080733975,0.2292101170,-0.1095283784,-0.0866033650,0.9633099780
1690540652714022407,0.8062754629,-0.9679430403,0.6083232622,0.2256340288,-0.0965918923,-0.0904636281,0.9651816531
1690540652723968648,0.8061655267,-0.9684004020,0.6081469977,0.2236681718,-0.0934809981,-0.0953023075,0.9654798404
1690540652734316572,0.8058331781,-0.9692284385,0.6084040197,0.2255985660,-0.0972266518,-0.0919908393,0.9649818396
1690540652744274534,0.8055506684,-0.9699084193,0.6084279300,0.2258433555,-0.0982000032,-0.0925595799,0.9647716115
1690540652754313294,0.8052730751,-0.9706073486,0.6084373363,0.2257245260,-0.0984685403,-0.0930522944,0.9647246527
1690540652763816520,0.8049477719,-0.9713591311,0.6084585571,0.2262726238,-0.0975278623,-0.0939521607,0.9646045860
