#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1690540876897399187,0.0000000000,0.0000000000,0.0000000000,1.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
1690540876930758953,-0.0000044893,0.0000284611,-0.0000436226,1.0000000000,0.0000463072,0.0000277997,0.0000330428
1690540876964119196,0.0000656769,0.0000566788,-0.0000703004,1.0000000000,0.0000719295,-0.0000539904,0.0001856013
1690540876997478962,0.0000337430,0.0000325050,-0.0001197237,1.0000000000,0.0000253950,-0.0000173038,0.0001234399
1690540877030839205,0.0000419299,-0.0000090299,-0.0000838363,1.0000000000,-0.0000027351,0.0000120023,0.0001237201
1690540877064198971,0.0000578599,0.0000481548,-0.0000051495,1.0000000000,0.0000625843,-0.0000237546,0.0001507277
1690540877097558975,0.0000677783,0.0000155925,-0.0000736870,1.0000000000,0.0000330724,-0.0000434802,0.0002726335
1690540877130919218,-0.0000012479,0.0000014377,-0.0001632585,1.0000000000,0.0000007250,0.0000258454,0.0000376001
1690540877164278984,0.0000474753,-0.0000098501,-0.0001363783,1.0000000000,0.0000220463,-0.0000157788,0.0000779101
1690540877197633505,0.0000745676,0.0000974284,-0.0000499700,1.0000000000,0.0000978947,-0.0000117989,0.0002177479
1690540877230988026,0.0000336073,0.0000293563,0.0000560999,1.0000000000,0.0000657787,0.0000302460,0.0001601873
1690540877264342546,0.0000052764,0.0000631173,-0.0000321379,1.0000000000,0.0000675622,-0.0000046719,0.0001455990
1690540877297697067,0.0000214764,0.0000334869,-0.0000528966,1.0000000000,0.0000222218,0.0000179010,0.0000520035
1690540877331051588,0.0000044066,0.0000109786,0.0000427694,1.0000000000,0.0000357854,0.0000050852,0.0001250995
1690540877364406109,-0.0000116401,-0.0000295732,-0.0000966145,1.0000000000,-0.0000277754,0.0000407196,0.0000775962
1690540877397760391,-0.0000176152,0.0000428242,-0.0000337429,1.0000000000,0.0000307184,0.0000075941,0.0000472237
1690540877431114674,0.0000069500,-0.0000615951,-0.0002302820,1.0000000000,-0.0000572517,0.0000556819,0.0001099573
1690540877464468956,-0.0000016955,-0.0000007259,-0.0001840623,1.0000000000,0.0000650080,0.0000124532,0.0002701620
1690540877497823477,-0.0000038521,-0.0000053084,-0.0000438786,1.0000000000,0.0000303350,-0.0000051410,0.0001551743
1690540877531177759,0.0000668802,0.0000596810,-0.0000903852,1.0000000000,0.0000448695,-0.0000011587,0.0000530724
1690540877564532042,0.0000483835,0.0000084840,-0.0001768182,1.0000000000,0.0000470671,0.0000173439,0.0000567485
1690540877597886324,0.0001273996,0.0000099008,-0.0001664116,1.0000000000,0.0000368666,-0.0000892193,0.0001311425
1690540877631240368,0.0000207998,0.0000155666,0.0000391420,1.0000000000,0.0000085278,-0.0000055593,0.0001688734
1690540877664594650,0.0000883911,0.0000087356,-0.0000599099,1.0000000000,0.0000513610,-0.0000562659,0.0001538737
1690540877697948694,0.0000483659,-0.0000162527,-0.0002581138,1.0000000000,0.0000280371,-0.0000008872,0.0001704017
1690540877731302977,-0.0000415171,0.0000228417,0.0000504980,1.0000000000,0.0000678528,0.0000661247,0.0002875967
1690540877764657021,0.0000492981,-0.0000598718,-0.0000855677,1.0000000000,-0.0000715250,-0.0000741292,0.0000250758
1690540877798011303,0.0000228662,-0.0000082317,-0.0001244230,1.0000000000,0.0000146749,0.0000048736,0.0001201869
1690540877831365347,-0.0000638720,0.0000364355,-0.0000105478,1.0000000000,0.0000680631,0.0001011501,0.0000601863
1690540877864719152,0.0000215421,0.0000318461,-0.0000986549,1.0000000000,0.0000013708,0.0000065375,0.0000519267
1690540877898073196,0.0000735075,0.0000074437,-0.0000118965,1.0000000000,0.0000110803,-0.0000596293,0.0001050636
1690540877931427240,0.0000623613,0.0000019594,-0.0000871642,1.0000000000,0.0000063189,-0.0000372926,0.0001032160
1690540877964781284,0.0000184990,-0.0000325827,-0.0001061975,1.0000000000,-0.0000169749,0.0000073974,0.0001190204
1690540877998135328,-0.0000513922,0.0000286667,0.0000871602,1.0000000000,0.0000139870,0.0000387209,0.0001125229
1690540878031488895,0.0000616637,0.0000232762,-0.0001319547,1.0000000000,0.0000320462,-0.0000403717,0.0000896627
1690540878064842939,0.0000248621,0.0000109365,-0.0000321352,1.0000000000,0.0000243295,0.0000132816,0.0000905780
1690540878098196745,-0.0000085098,0.0000383288,0.0000180028,1.0000000000,0.0000509180,-0.0000096999,0.0000445131
1690540878131550550,0.0000647061,0.0000414980,-0.0001302501,1.0000000000,0.0000686835,-0.0000529526,0.0001467809
1690540878164904594,0.0000948346,0.0001028289,0.0000384662,1.0000000000,0.0001059851,-0.0000451350,0.0001948100
1690540878198260069,0.0000198347,0.0000247721,-0.0000383197,1.0000000000,0.0000475894,-0.0000210374,0.0001693182
